comment,case_folding,cleaning,normalisasi,tokenisasi,stopword_removal,stemming,score,sentiment_label,sentiment_encoded
BSI sy mau tanya syariahnya apa maaf waktu simpan ngak ada bunganya bilang syariah waktu minjam bunganya udah ada,bsi sy mau tanya syariahnya apa maaf waktu simpan ngak ada bunganya bilang syariah waktu minjam bunganya udah ada,bsi sy mau tanya syariahnya apa maaf waktu simpan ngak ada bunganya bilang syariah waktu minjam bunganya udah ada,bsi saya mau tanya syariahnya apa maaf waktu simpan tidak ada bunganya bilang syariah waktu minjam bunganya sudah ada,"['bsi', 'saya', 'mau', 'tanya', 'syariahnya', 'apa', 'maaf', 'waktu', 'simpan', 'tidak', 'ada', 'bunganya', 'bilang', 'syariah', 'waktu', 'minjam', 'bunganya', 'sudah', 'ada']","['syariahnya', 'simpan', 'tidak', 'bunganya', 'bilang', 'syariah', 'minjam', 'bunganya']","['syariahnya', 'simpan', 'tidak', 'bunga', 'bilang', 'syariah', 'minjam', 'bunga']",-2,Negatif,0
BSI kenapa gak bisa TF,bsi kenapa gak bisa tf,bsi kenapa gak bisa tf,bsi kenapa tidak bisa transfer,"['bsi', 'kenapa', 'tidak', 'bisa', 'transfer']","['tidak', 'transfer']","['tidak', 'transfer']",-1,Negatif,0
udah hari Senin masih eror njir parah bit,udah hari senin masih eror njir parah bit,udah hari senin masih eror njir parah bit,sudah hari senin masih error anjir buruk bit,"['sudah', 'hari', 'senin', 'masih', 'error', 'anjir', 'buruk', 'bit']","['senin', 'error', 'anjir', 'buruk', 'bit']","['senin', 'error', 'anjir', 'buruk', 'bit']",-2,Negatif,0
"Error mulu ini bank heran,,udah 2 jam woooiiiiiiii","error mulu ini bank heran,,udah 2 jam woooiiiiiiii",error mulu ini bank heranudah  jam woooiiiiiiii,error mulu ini bank heranudah jam woy,"['error', 'mulu', 'ini', 'bank', 'heranudah', 'jam', 'woy']","['error', 'mulu', 'heranudah', 'jam', 'woy']","['error', 'mulu', 'heranudah', 'jam', 'woy']",-1,Negatif,0
"ganti k beyond eror Mulu GK bisa liat saldo,mau transfer saldo GK mencukupi pdhl ada saldo ny","ganti k beyond eror mulu gk bisa liat saldo,mau transfer saldo gk mencukupi pdhl ada saldo ny",ganti k beyond eror mulu gk bisa liat saldomau transfer saldo gk mencukupi pdhl ada saldo ny,ubah ke beyond error mulu tidak bisa lihat saldomau transfer saldo tidak mencukupi padahal ada saldo nya,"['ubah', 'ke', 'beyond', 'error', 'mulu', 'tidak', 'bisa', 'lihat', 'saldomau', 'transfer', 'saldo', 'tidak', 'mencukupi', 'padahal', 'ada', 'saldo', 'nya']","['ubah', 'beyond', 'error', 'mulu', 'tidak', 'lihat', 'saldomau', 'transfer', 'saldo', 'tidak', 'mencukupi', 'saldo', 'nya']","['ubah', 'beyond', 'error', 'mulu', 'tidak', 'lihat', 'saldomau', 'transfer', 'saldo', 'tidak', 'cukup', 'saldo', 'nya']",-1,Negatif,0
"ya Allah bsi napa eror mulu sih?cek saldo aja gabisa,nyesel pake ni bank🙂😔","ya allah bsi napa eror mulu sih?cek saldo aja gabisa,nyesel pake ni bank🙂😔",ya allah bsi napa eror mulu sihcek saldo aja gabisanyesel pake ni bank,ya allah bsi kenapa error mulu sihcek saldo saja gabisanyesel pakai nih bank,"['ya', 'allah', 'bsi', 'kenapa', 'error', 'mulu', 'sihcek', 'saldo', 'saja', 'gabisanyesel', 'pakai', 'nih', 'bank']","['allah', 'error', 'mulu', 'sihcek', 'saldo', 'gabisanyesel', 'pakai', 'nih']","['allah', 'error', 'mulu', 'sihcek', 'saldo', 'gabisanyesel', 'pakai', 'nih']",1,Positif,1
aku tarik tunai gagal. pas liat mutasi saldonya malah kepotong gimana nih.....😏,aku tarik tunai gagal. pas liat mutasi saldonya malah kepotong gimana nih.....😏,aku tarik tunai gagal pas liat mutasi saldonya malah kepotong gimana nih,akun tarik tunai gagal pas lihat riwayat saldonya malah kepotong bagaimana nih,"['akun', 'tarik', 'tunai', 'gagal', 'pas', 'lihat', 'riwayat', 'saldonya', 'malah', 'kepotong', 'bagaimana', 'nih']","['akun', 'tarik', 'tunai', 'gagal', 'pas', 'lihat', 'riwayat', 'saldonya', 'kepotong', 'nih']","['akun', 'tarik', 'tunai', 'gagal', 'pas', 'lihat', 'riwayat', 'saldo', 'potong', 'nih']",3,Positif,1
tiati nasabah pindah semua min,tiati nasabah pindah semua min,tiati nasabah pindah semua min,tiati nasabah pindah semua min,"['tiati', 'nasabah', 'pindah', 'semua', 'min']","['tiati', 'nasabah', 'pindah', 'min']","['tiati', 'nasabah', 'pindah', 'min']",1,Positif,1
slmt bak inul,slmt bak inul,slmt bak inul,selamat bank inul,"['selamat', 'bank', 'inul']","['selamat', 'inul']","['selamat', 'inul']",1,Positif,1
erorrrrr,erorrrrr,erorrrrr,error,['error'],['error'],['error'],-1,Negatif,0
aku dari tgl 3 sampe sekrng nga masuk2 uang nya,aku dari tgl 3 sampe sekrng nga masuk2 uang nya,aku dari tgl  sampe sekrng nga masuk uang nya,akun dari tanggal sampai sekarang tidak masuk uang ya,"['akun', 'dari', 'tanggal', 'sampai', 'sekarang', 'tidak', 'masuk', 'uang', 'ya']","['akun', 'tanggal', 'tidak', 'masuk', 'uang']","['akun', 'tanggal', 'tidak', 'masuk', 'uang']",-3,Negatif,0
IYA UANG YG DI TF K REK BSI KU UDAH 2 HARI GA MASUK MASUK😡,iya uang yg di tf k rek bsi ku udah 2 hari ga masuk masuk😡,iya uang yg di tf k rek bsi ku udah  hari ga masuk masuk,iya uang yang di transfer ke rekening bsi ku sudah hari tidak masuk masuk,"['iya', 'uang', 'yang', 'di', 'transfer', 'ke', 'rekening', 'bsi', 'ku', 'sudah', 'hari', 'tidak', 'masuk', 'masuk']","['iya', 'uang', 'transfer', 'rekening', 'tidak', 'masuk', 'masuk']","['iya', 'uang', 'transfer', 'rekening', 'tidak', 'masuk', 'masuk']",-3,Negatif,0
"Aku udah 2 kali gagal tf tapi uangnya di potong, 1jtt+350😭","aku udah 2 kali gagal tf tapi uangnya di potong, 1jtt+350😭",aku udah  kali gagal tf tapi uangnya di potong jtt,akun sudah kali gagal transfer tapi uangnya di potong jtt,"['akun', 'sudah', 'kali', 'gagal', 'transfer', 'tapi', 'uangnya', 'di', 'potong', 'jtt']","['akun', 'kali', 'gagal', 'transfer', 'uangnya', 'potong', 'jtt']","['akun', 'kali', 'gagal', 'transfer', 'uang', 'potong', 'jtt']",-2,Negatif,0
erorr,erorr,erorr,error,['error'],['error'],['error'],-1,Negatif,0
eror,eror,eror,error,['error'],['error'],['error'],-1,Negatif,0
Eror mulu😭,eror mulu😭,eror mulu,error mulu,"['error', 'mulu']","['error', 'mulu']","['error', 'mulu']",-1,Negatif,0
"mbok saya di pinjimi 1 M
buat usaha buat jual beli tanah.","mbok saya di pinjimi 1 m
buat usaha buat jual beli tanah.","mbok saya di pinjimi  m
buat usaha buat jual beli tanah",mbok saya di pinjimi sama buat usaha buat jual beli tanah,"['mbok', 'saya', 'di', 'pinjimi', 'sama', 'buat', 'usaha', 'buat', 'jual', 'beli', 'tanah']","['mbok', 'pinjimi', 'usaha', 'jual', 'beli', 'tanah']","['mbok', 'pinjimi', 'usaha', 'jual', 'beli', 'tanah']",1,Positif,1
eror mulu,eror mulu,eror mulu,error mulu,"['error', 'mulu']","['error', 'mulu']","['error', 'mulu']",-1,Negatif,0
Kapok pake byond,kapok pake byond,kapok pake byond,kapok pakai byond,"['kapok', 'pakai', 'byond']","['kapok', 'pakai']","['kapok', 'pakai']",-1,Negatif,0
"nama ny berhubungan dgn internet dan aplikasi sesekali pasti ada kendala kak,","nama ny berhubungan dgn internet dan aplikasi sesekali pasti ada kendala kak,",nama ny berhubungan dgn internet dan aplikasi sesekali pasti ada kendala kak,nama nya berhubungan dengan internet dan aplikasi sesekali pasti ada masalah kak,"['nama', 'nya', 'berhubungan', 'dengan', 'internet', 'dan', 'aplikasi', 'sesekali', 'pasti', 'ada', 'masalah', 'kak']","['nama', 'nya', 'berhubungan', 'internet', 'aplikasi', 'masalah']","['nama', 'nya', 'hubung', 'internet', 'aplikasi', 'masalah']",-2,Negatif,0
bayar di Indomaret pk qris BSI kok gk bisa y pa,bayar di indomaret pk qris bsi kok gk bisa y pa,bayar di indomaret pk qris bsi kok gk bisa y pa,bayar di indomaret pakai qris bsi kok tidak bisa iya apa,"['bayar', 'di', 'indomaret', 'pakai', 'qris', 'bsi', 'kok', 'tidak', 'bisa', 'iya', 'apa']","['bayar', 'indomaret', 'pakai', 'qris', 'tidak', 'iya']","['bayar', 'indomaret', 'pakai', 'qris', 'tidak', 'iya']",-1,Negatif,0
masyaallah tabarakallah sopan banget ATM nya kk😁😁,masyaallah tabarakallah sopan banget atm nya kk😁😁,masyaallah tabarakallah sopan banget atm nya kk,masyaallah tabarakallah sopan banget atm ya kakak,"['masyaallah', 'tabarakallah', 'sopan', 'banget', 'atm', 'ya', 'kakak']","['masyaallah', 'tabarakallah', 'sopan', 'banget', 'atm']","['masyaallah', 'tabarakallah', 'sopan', 'banget', 'atm']",1,Positif,1
okelah😂,okelah😂,okelah,okelah,['okelah'],['okelah'],['oke'],1,Positif,1
kapan selesai woy error nya,kapan selesai woy error nya,kapan selesai woy error nya,kapan selesai woy error ya,"['kapan', 'selesai', 'woy', 'error', 'ya']","['selesai', 'woy', 'error']","['selesai', 'woy', 'error']",-1,Negatif,0
pak nanti malam indo vs Vietnam final piala AFF futsal,pak nanti malam indo vs vietnam final piala aff futsal,pak nanti malam indo vs vietnam final piala aff futsal,pak nanti malam indonesia vs vietnam final piala aff futsal,"['pak', 'nanti', 'malam', 'indonesia', 'vs', 'vietnam', 'final', 'piala', 'aff', 'futsal']","['malam', 'indonesia', 'vietnam', 'final', 'piala', 'aff', 'futsal']","['malam', 'indonesia', 'vietnam', 'final', 'piala', 'aff', 'futsal']",-1,Negatif,0
pak naturalisasi David da Silva,pak naturalisasi david da silva,pak naturalisasi david da silva,pak naturalisasi david dah silva,"['pak', 'naturalisasi', 'david', 'dah', 'silva']","['naturalisasi', 'david', 'dah', 'silva']","['naturalisasi', 'david', 'dah', 'silva']",-1,Negatif,0
gabisa dibukak,gabisa dibukak,gabisa dibukak,tidak bisa dibukak,"['tidak', 'bisa', 'dibukak']","['tidak', 'dibukak']","['tidak', 'dibukak']",-1,Negatif,0
eror eror eror,eror eror eror,eror eror eror,error error error,"['error', 'error', 'error']","['error', 'error', 'error']","['error', 'error', 'error']",-3,Negatif,0
auto besok tarik semua dana,auto besok tarik semua dana,auto besok tarik semua dana,auto besok tarik semua uang,"['auto', 'besok', 'tarik', 'semua', 'uang']","['auto', 'besok', 'tarik', 'uang']","['auto', 'besok', 'tarik', 'uang']",1,Positif,1
"BSI eror Mulu, kapan pulihnya pak? 😭","bsi eror mulu, kapan pulihnya pak? 😭",bsi eror mulu kapan pulihnya pak ,bsi error mulu kapan pulihnya pak,"['bsi', 'error', 'mulu', 'kapan', 'pulihnya', 'pak']","['error', 'mulu', 'pulihnya']","['error', 'mulu', 'pulih']",-1,Negatif,0
"ERORRR PAAAAK, SUPER APP EROR IYA","erorrr paaaak, super app eror iya",erorrr paaaak super app eror iya,error paaaak super aplikasi error iya,"['error', 'paaaak', 'super', 'aplikasi', 'error', 'iya']","['error', 'paaaak', 'super', 'aplikasi', 'error', 'iya']","['error', 'paaaak', 'super', 'aplikasi', 'error', 'iya']",-3,Negatif,0
ganti dirut.. error terus,ganti dirut.. error terus,ganti dirut error terus,ubah dirut error terus,"['ubah', 'dirut', 'error', 'terus']","['ubah', 'dirut', 'error']","['ubah', 'dirut', 'error']",-1,Negatif,0
erorrr pak tolong😢😢😢😢 ga bs akses,erorrr pak tolong😢😢😢😢 ga bs akses,erorrr pak tolong ga bs akses,error pak tolong tidak bisa akses,"['error', 'pak', 'tolong', 'tidak', 'bisa', 'akses']","['error', 'tidak', 'akses']","['error', 'tidak', 'akses']",-1,Negatif,0
bro apk nya eror kek Mano ni duit dalam situ Galo 😭,bro apk nya eror kek mano ni duit dalam situ galo 😭,bro apk nya eror kek mano ni duit dalam situ galo ,bro aplikasi ya error kayak mano nih uang dalam situ galo,"['bro', 'aplikasi', 'ya', 'error', 'kayak', 'mano', 'nih', 'uang', 'dalam', 'situ', 'galo']","['bro', 'aplikasi', 'error', 'kayak', 'mano', 'nih', 'uang', 'situ', 'galo']","['bro', 'aplikasi', 'error', 'kayak', 'mano', 'nih', 'uang', 'situ', 'galo']",-3,Negatif,0
selamat mlm kk baik hadir support🙏👍,selamat mlm kk baik hadir support🙏👍,selamat mlm kk baik hadir support,selamat malam kakak baik hadir support,"['selamat', 'malam', 'kakak', 'baik', 'hadir', 'support']","['selamat', 'malam', 'hadir', 'support']","['selamat', 'malam', 'hadir', 'support']",1,Positif,1
Ini ada pajaknya gk kk?,ini ada pajaknya gk kk?,ini ada pajaknya gk kk,ini ada pajaknya tidak kakak,"['ini', 'ada', 'pajaknya', 'tidak', 'kakak']","['pajaknya', 'tidak']","['pajak', 'tidak']",-2,Negatif,0
"@Adi Reza:mau tnya..saya buka rek.BSI dengan tujuan TABUNGAN, apakah rekening ""BSI TABUNGAN"" bisa juga di pkai untuk membayar iuran BPJS atau tdak bisa?","@adi reza:mau tnya..saya buka rek.bsi dengan tujuan tabungan, apakah rekening ""bsi tabungan"" bisa juga di pkai untuk membayar iuran bpjs atau tdak bisa?", rezamau tnyasaya buka rekbsi dengan tujuan tabungan apakah rekening bsi tabungan bisa juga di pkai untuk membayar iuran bpjs atau tdak bisa,rezamau tnyasaya buka rekbsi dengan tujuan tabungan apakah rekening bsi tabungan bisa juga di pakai untuk membayar iuran bpjs atau tidak bisa,"['rezamau', 'tnyasaya', 'buka', 'rekbsi', 'dengan', 'tujuan', 'tabungan', 'apakah', 'rekening', 'bsi', 'tabungan', 'bisa', 'juga', 'di', 'pakai', 'untuk', 'membayar', 'iuran', 'bpjs', 'atau', 'tidak', 'bisa']","['rezamau', 'tnyasaya', 'buka', 'rekbsi', 'tujuan', 'tabungan', 'rekening', 'tabungan', 'pakai', 'membayar', 'iuran', 'bpjs', 'tidak']","['rezamau', 'tnyasaya', 'buka', 'rekbsi', 'tuju', 'tabung', 'rekening', 'tabung', 'pakai', 'bayar', 'iur', 'bpjs', 'tidak']",1,Positif,1
"kaka, maaf pencarian saya sampai di akun kakak.. mau tanya kalau sudah daftar secara online dan sudah ada noreknya. apakah harus ke bank terdekat lagi?","kaka, maaf pencarian saya sampai di akun kakak.. mau tanya kalau sudah daftar secara online dan sudah ada noreknya. apakah harus ke bank terdekat lagi?",kaka maaf pencarian saya sampai di akun kakak mau tanya kalau sudah daftar secara online dan sudah ada noreknya apakah harus ke bank terdekat lagi,kakak maaf pencarian saya sampai di akun kakak mau tanya kalau sudah daftar secara online dan sudah ada noreknya apakah harus ke bank terdekat lagi,"['kakak', 'maaf', 'pencarian', 'saya', 'sampai', 'di', 'akun', 'kakak', 'mau', 'tanya', 'kalau', 'sudah', 'daftar', 'secara', 'online', 'dan', 'sudah', 'ada', 'noreknya', 'apakah', 'harus', 'ke', 'bank', 'terdekat', 'lagi']","['pencarian', 'akun', 'daftar', 'online', 'noreknya', 'terdekat']","['cari', 'akun', 'daftar', 'online', 'noreknya', 'dekat']",-1,Negatif,0
"kk cara nonaktif notifikasi sms byond gimana ya, aku kepotong tiap bulann","kk cara nonaktif notifikasi sms byond gimana ya, aku kepotong tiap bulann",kk cara nonaktif notifikasi sms byond gimana ya aku kepotong tiap bulann,kakak cara nonaktif notifikasi sms byond bagaimana ya akun kepotong tiap bulann,"['kakak', 'cara', 'nonaktif', 'notifikasi', 'sms', 'byond', 'bagaimana', 'ya', 'akun', 'kepotong', 'tiap', 'bulann']","['nonaktif', 'notifikasi', 'sms', 'akun', 'kepotong', 'bulann']","['nonaktif', 'notifikasi', 'sms', 'akun', 'potong', 'bulann']",-1,Negatif,0
pak mau tanya apa benar timnas sepak bola indonesia dijatuh kan sanksi oleh fifa pak?,pak mau tanya apa benar timnas sepak bola indonesia dijatuh kan sanksi oleh fifa pak?,pak mau tanya apa benar timnas sepak bola indonesia dijatuh kan sanksi oleh fifa pak,pak mau tanya apa benar timnas sepak bola indonesia dijatuh kan sanksi oleh fifa pak,"['pak', 'mau', 'tanya', 'apa', 'benar', 'timnas', 'sepak', 'bola', 'indonesia', 'dijatuh', 'kan', 'sanksi', 'oleh', 'fifa', 'pak']","['timnas', 'sepak', 'bola', 'indonesia', 'dijatuh', 'sanksi', 'fifa']","['timnas', 'sepak', 'bola', 'indonesia', 'jatuh', 'sanksi', 'fifa']",-1,Negatif,0
Pak tolong cek kasus bsi s parman di bengkulu pak.,pak tolong cek kasus bsi s parman di bengkulu pak.,pak tolong cek kasus bsi s parman di bengkulu pak,pak tolong cek kasus bsi cs parman di bengkulu pak,"['pak', 'tolong', 'cek', 'kasus', 'bsi', 'cs', 'parman', 'di', 'bengkulu', 'pak']","['cek', 'parman', 'bengkulu']","['cek', 'parman', 'bengkulu']",-1,Negatif,0
Sering Erorrr Pakkk,sering erorrr pakkk,sering erorrr pakkk,sering error pakkk,"['sering', 'error', 'pakkk']","['error', 'pakkk']","['error', 'pakkk']",-1,Negatif,0
Bikin makin susah eror mulu,bikin makin susah eror mulu,bikin makin susah eror mulu,buat makin sulit error mulu,"['buat', 'makin', 'sulit', 'error', 'mulu']","['sulit', 'error', 'mulu']","['sulit', 'error', 'mulu']",-1,Negatif,0
katreb ka hilang kepercayaan..😂,katreb ka hilang kepercayaan..😂,katreb ka hilang kepercayaan,katreb kak hilang kepercayaan,"['katreb', 'kak', 'hilang', 'kepercayaan']","['katreb', 'hilang', 'kepercayaan']","['katreb', 'hilang', 'percaya']",1,Positif,1
"kami cstomer byr qris 3x gagal, tnyata dpotong, dlaporkan d byond dtolak, untung merchantnya mau cek dan refund manual","kami cstomer byr qris 3x gagal, tnyata dpotong, dlaporkan d byond dtolak, untung merchantnya mau cek dan refund manual",kami cstomer byr qris x gagal tnyata dpotong dlaporkan d byond dtolak untung merchantnya mau cek dan refund manual,kami cstomer bayar qris kali gagal tnyata dipotong dlaporkan di byond dtolak untung merchantnya mau cek dan refund manual,"['kami', 'cstomer', 'bayar', 'qris', 'kali', 'gagal', 'tnyata', 'dipotong', 'dlaporkan', 'di', 'byond', 'dtolak', 'untung', 'merchantnya', 'mau', 'cek', 'dan', 'refund', 'manual']","['cstomer', 'bayar', 'qris', 'kali', 'gagal', 'tnyata', 'dipotong', 'dlaporkan', 'dtolak', 'untung', 'merchantnya', 'cek', 'refund', 'manual']","['cstomer', 'bayar', 'qris', 'kali', 'gagal', 'tnyata', 'potong', 'dlaporkan', 'dtolak', 'untung', 'merchantnya', 'cek', 'refund', 'manual']",-3,Negatif,0
Bsii sudah tidak aman,bsii sudah tidak aman,bsii sudah tidak aman,bsii sudah tidak aman,"['bsii', 'sudah', 'tidak', 'aman']","['bsii', 'tidak', 'aman']","['bsii', 'tidak', 'aman']",-1,Negatif,0
tlg viralkan bank BSI untuk standar SOP nya di periksa sama jaksa agung,tlg viralkan bank bsi untuk standar sop nya di periksa sama jaksa agung,tlg viralkan bank bsi untuk standar sop nya di periksa sama jaksa agung,tolong viralkan bank bsi untuk standar sop ya di periksa sama jaksa agung,"['tolong', 'viralkan', 'bank', 'bsi', 'untuk', 'standar', 'sop', 'ya', 'di', 'periksa', 'sama', 'jaksa', 'agung']","['viralkan', 'standar', 'sop', 'periksa', 'jaksa', 'agung']","['viralkan', 'standar', 'sop', 'periksa', 'jaksa', 'agung']",-2,Negatif,0
dari tanggal 1 sampai skrg belum bisa 🗿,dari tanggal 1 sampai skrg belum bisa 🗿,dari tanggal  sampai skrg belum bisa ,dari tanggal sampai sekarang belum bisa,"['dari', 'tanggal', 'sampai', 'sekarang', 'belum', 'bisa']",['tanggal'],['tanggal'],-1,Negatif,0
Bak ambil alih perbankan bank confensional hayeu keudeh...ternyata keamanan tak ada,bak ambil alih perbankan bank confensional hayeu keudeh...ternyata keamanan tak ada,bak ambil alih perbankan bank confensional hayeu keudehternyata keamanan tak ada,bank ambil alih perbankan bank confensional hayeu keudehternyata keamanan tak ada,"['bank', 'ambil', 'alih', 'perbankan', 'bank', 'confensional', 'hayeu', 'keudehternyata', 'keamanan', 'tak', 'ada']","['ambil', 'alih', 'perbankan', 'confensional', 'hayeu', 'keudehternyata', 'keamanan']","['ambil', 'alih', 'perban', 'confensional', 'hayeu', 'keudehternyata', 'aman']",-2,Negatif,0
BANK SEKUTU ISRAEL nyan kk,bank sekutu israel nyan kk,bank sekutu israel nyan kk,bank sekutu israel nyan kakak,"['bank', 'sekutu', 'israel', 'nyan', 'kakak']","['sekutu', 'israel', 'nyan']","['sekutu', 'israel', 'nyan']",-1,Negatif,0
kak pin ATM pribadi aja bisa diacak2.itu kita protes di pusat kurang terima cs nya.saya tanya kok bisa pin pribadi diacak2 SM sistem mau lebaran lg.,kak pin atm pribadi aja bisa diacak2.itu kita protes di pusat kurang terima cs nya.saya tanya kok bisa pin pribadi diacak2 sm sistem mau lebaran lg.,kak pin atm pribadi aja bisa diacakitu kita protes di pusat kurang terima cs nyasaya tanya kok bisa pin pribadi diacak sm sistem mau lebaran lg,kak pin atm pribadi saja bisa diacakitu kita protes di pusat kurang terima layanan pelanggan nyasaya tanya kok bisa pin pribadi diacak sama sistem mau lebaran masuk,"['kak', 'pin', 'atm', 'pribadi', 'saja', 'bisa', 'diacakitu', 'kita', 'protes', 'di', 'pusat', 'kurang', 'terima', 'layanan', 'pelanggan', 'nyasaya', 'tanya', 'kok', 'bisa', 'pin', 'pribadi', 'diacak', 'sama', 'sistem', 'mau', 'lebaran', 'masuk']","['pin', 'atm', 'pribadi', 'diacakitu', 'protes', 'pusat', 'kurang', 'terima', 'layanan', 'pelanggan', 'nyasaya', 'pin', 'pribadi', 'diacak', 'sistem', 'lebaran', 'masuk']","['pin', 'atm', 'pribadi', 'diacakitu', 'protes', 'pusat', 'kurang', 'terima', 'layan', 'langgan', 'nyasaya', 'pin', 'pribadi', 'acak', 'sistem', 'lebaran', 'masuk']",-2,Negatif,0
